SNV;Index;BR;UF;initial(km);final(km);Extension(km);LOTE;Address_of_SNV_in_network
364MG186245;2755;364;MG;186.25;186.71;0.46;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\180_364MG186245
364MG186597;2756;364;MG;186.60;186.15;0.45;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\181_364MG186597
364MG186710;2757;364;MG;186.71;187.18;0.47;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\182_364MG186710
364MG187051;2758;364;MG;187.05;186.60;0.45;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\183_364MG187051
364MG187179;2759;364;MG;187.18;189.13;1.95;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\184_364MG187179
364MG201228;2760;364;MG;201.23;270.31;69.08;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\185_364MG201228
364MG270308;2761;364;MG;270.31;276.74;6.43;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\186_364MG270308
365MG039477;1753;365;MG;39.48;8.30;31.18;3;\Videos\Recebidos\2020\Lote3\1303\06_09_2020\29_365MG039477
365MG054965;1754;365;MG;54.97;39.48;15.49;3;\Videos\Recebidos\2020\Lote3\1303\06_09_2020\30_365MG054965
365MG092954;1755;365;MG;92.95;54.97;37.98;3;\Videos\Recebidos\2020\Lote3\1303\06_09_2020\31_365MG092954
365MG140220;1756;365;MG;140.22;92.95;47.27;3;\Videos\Recebidos\2020\Lote3\1303\01_10_2020\32_365MG140220
365MG159980;1757;365;MG;159.98;140.22;19.76;3;\Videos\Recebidos\2020\Lote3\1303\01_10_2020\33_365MG159980
365MG183394;1758;365;MG;183.39;159.98;23.41;3;\Videos\Recebidos\2020\Lote3\1303\01_10_2020\34_365MG183394
365MG210294;1759;365;MG;210.29;183.39;26.90;3;\Videos\Recebidos\2020\Lote3\1303\01_10_2020\35_365MG210294
365MG265602;1760;365;MG;265.60;210.29;55.31;3;\Videos\Recebidos\2020\Lote3\1303\01_10_2020\36_365MG265602
365MG277675;1761;365;MG;277.68;265.60;12.08;3;\Videos\Recebidos\2020\Lote3\1303\01_10_2020\37_365MG277675
365MG277885;1762;365;MG;277.68;277.89;0.21;3;\Videos\Recebidos\2020\Lote3\1303\01_10_2020\38_365MG277885
365MG277894;1763;365;MG;277.89;277.68;0.21;3;\Videos\Recebidos\2020\Lote3\1303\30_09_2020\39_365MG277894
365MG278058;1764;365;MG;277.89;278.06;0.17;3;\Videos\Recebidos\2020\Lote3\1303\01_10_2020\40_365MG278058
365MG278060;1765;365;MG;278.06;277.89;0.17;3;\Videos\Recebidos\2020\Lote3\1303\30_09_2020\41_365MG278060
365MG324444;1766;365;MG;324.44;278.06;46.38;3;\Videos\Recebidos\2020\Lote3\1303\30_09_2020\42_365MG324444
365MG339714;1767;365;MG;339.71;324.44;15.27;3;\Videos\Recebidos\2020\Lote3\1303\30_09_2020\43_365MG339714
365MG405941;1768;365;MG;405.94;339.71;66.23;3;\Videos\Recebidos\2020\Lote3\1303\30_09_2020\44_365MG405941
365MG406288;1769;365;MG;405.94;406.29;0.35;3;\Videos\Recebidos\2020\Lote3\1303\30_09_2020\45_365MG406288
365MG406305;1770;365;MG;406.31;405.94;0.37;3;\Videos\Recebidos\2020\Lote3\1303\30_09_2020\46_365MG406305
365MG432376;1771;365;MG;432.38;420.91;11.47;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\47_365MG432376
365MG449371;1772;365;MG;449.37;432.38;16.99;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\48_365MG449371
365MG449633;1773;365;MG;449.35;449.63;0.28;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\49_365MG449633
365MG449702;1774;365;MG;449.70;449.37;0.33;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\50_365MG449702
365MG449902;1775;365;MG;449.63;449.90;0.27;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\51_365MG449902
365MG449902;1776;365;MG;449.90;449.70;0.20;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\52_365MG449902
365MG452420;1777;365;MG;452.42;449.90;2.52;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\53_365MG452420
365MG452883;1779;365;MG;452.88;452.42;0.46;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\55_365MG452883
365MG452893;1778;365;MG;452.42;452.89;0.47;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\54_365MG452893
365MG461729;1780;365;MG;461.73;452.88;8.85;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\56_365MG461729
365MG471426;1781;365;MG;471.43;461.73;9.70;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\57_365MG471426
365MG471774;1783;365;MG;471.77;471.43;0.34;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\59_365MG471774
365MG471790;1782;365;MG;471.44;471.79;0.35;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\58_365MG471790
365MG472193;1785;365;MG;472.19;471.77;0.42;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\61_365MG472193
365MG472218;1784;365;MG;471.79;472.22;0.43;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\60_365MG472218
365MG473621;1786;365;MG;473.62;472.19;1.43;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\62_365MG473621
365MG474076;1787;365;MG;473.65;474.08;0.43;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\63_365MG474076
365MG474080;1788;365;MG;474.08;473.62;0.46;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\64_365MG474080
365MG476883;1789;365;MG;476.88;474.08;2.80;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\65_365MG476883
365MG477281;1790;365;MG;476.88;477.28;0.40;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\66_365MG477281
365MG477283;1791;365;MG;477.28;476.88;0.40;3;\Videos\Recebidos\2020\Lote3\1303\24_09_2020\67_365MG477283
365MG477613;1793;365;MG;477.61;477.28;0.33;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\69_365MG477613
365MG477667;1792;365;MG;477.28;477.67;0.39;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\68_365MG477667
365MG524188;1794;365;MG;524.19;477.61;46.58;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\70_365MG524188
365MG524474;1796;365;MG;524.47;524.19;0.28;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\72_365MG524474
365MG524495;1795;365;MG;524.24;524.50;0.26;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\71_365MG524495
365MG524782;1798;365;MG;524.78;524.47;0.31;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\74_365MG524782
365MG524838;1797;365;MG;524.50;524.84;0.34;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\73_365MG524838
365MG542044;1799;365;MG;542.04;524.78;17.26;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\75_365MG542044
365MG542348;1801;365;MG;542.35;542.04;0.31;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\77_365MG542348
365MG542414;1800;365;MG;542.10;542.41;0.31;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\76_365MG542414
365MG542663;1803;365;MG;542.66;542.35;0.31;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\79_365MG542663
365MG542754;1802;365;MG;542.41;542.75;0.34;3;\Videos\Recebidos\2020\Lote3\1303\23_09_2020\78_365MG542754
365MG576812;1804;365;MG;576.81;542.66;34.15;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\80_365MG576812
365MG577264;1806;365;MG;577.26;576.81;0.45;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\82_365MG577264
365MG577335;1805;365;MG;576.90;577.34;0.44;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\81_365MG577335
365MG577621;1808;365;MG;577.62;577.26;0.36;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\84_365MG577621
365MG577714;1807;365;MG;577.34;577.71;0.37;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\83_365MG577714
365MG609272;1809;365;MG;609.27;577.62;31.65;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\85_365MG609272
365MG613030;1811;365;MG;613.03;612.07;0.96;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\87_365MG613030
365MG613112;1810;365;MG;612.17;613.11;0.94;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\86_365MG613112
365MG615375;1812;365;MG;615.38;613.03;2.35;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\88_365MG615375
365MG616110;1814;365;MG;616.11;615.38;0.73;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\90_365MG616110
365MG616113;1813;365;MG;615.46;616.11;0.65;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\89_365MG616113
365MG629755;1816;365;MG;629.76;621.21;8.55;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\92_365MG629755
365MG629761;1815;365;MG;621.21;629.76;8.55;3;\Videos\Recebidos\2020\Lote3\1303\22_09_2020\91_365MG629761
367MG064300;4844;367;MG;64.30;85.05;20.75;3;\Videos\Recebidos\2020\Lote3\1307\05_03_2021\49_367MG064300
367MG085108;4845;367;MG;85.11;104.24;19.13;3;\Videos\Recebidos\2020\Lote3\1307\05_03_2021\50_367MG085108
367MG104240;4846;367;MG;104.24;153.00;48.76;3;\Videos\Recebidos\2020\Lote3\1307\05_03_2021\51_367MG104240
367MG152998;4847;367;MG;153.00;217.53;64.53;3;\Videos\Recebidos\2020\Lote3\1307\05_03_2021\52_367MG152998
367MG217528;5319;367;MG;217.53;289.21;71.68;3;\Videos\Recebidos\2020\Lote3\1307\06_03_2021\53_367MG217528
367MG380206;4849;367;MG;380.21;399.95;19.75;3;\Videos\Recebidos\2020\Lote3\1307\06_03_2021\54_367MG380206
367MG401052;4850;367;MG;401.05;420.34;19.29;3;\Videos\Recebidos\2020\Lote3\1307\07_03_2021\55_367MG401052
367MG420340;4851;367;MG;420.34;425.75;5.41;3;\Videos\Recebidos\2020\Lote3\1307\07_03_2021\56_367MG420340
367MG425747;4852;367;MG;425.75;456.37;30.63;3;\Videos\Recebidos\2020\Lote3\1307\07_03_2021\57_367MG425747
373PR382400;3650;373;PR;382.40;394.74;12.34;3;\Videos\Recebidos\2020\Lote3\1311\01_11_2020\288_373PR382400
373PR394741;3651;373;PR;394.74;453.92;59.18;3;\Videos\Recebidos\2020\Lote3\1311\01_11_2020\1288_373PR394741
373PR453924;3652;373;PR;453.92;459.83;5.91;3;\Videos\Recebidos\2020\Lote3\1311\01_11_2020\2288_373PR453924
373PR459827;3653;373;PR;459.83;481.08;21.25;3;\Videos\Recebidos\2020\Lote3\1311\01_11_2020\3288_373PR459827
376PR00000;411;376;PR;0.00;4.44;4.44;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\1014_376PR00000
376PR00000;369;376;PR;0.00;4.51;4.51;3;\Videos\Recebidos\2020\Lote3\1301\13_07_2020\1_376PR00000
376PR04443;412;376;PR;4.44;6.77;2.33;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\2014_376PR04443
376PR04492;422;376;PR;4.52;0.00;4.52;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\50014_376PR04492
376PR04521;370;376;PR;4.49;0.00;4.49;3;\Videos\Recebidos\2020\Lote3\1301\13_07_2020\10001_376PR04521
376PR06772;413;376;PR;6.77;9.57;2.80;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\3014_376PR06772
376PR06808;421;376;PR;6.81;4.49;2.32;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\40014_376PR06808
376PR09569;414;376;PR;9.57;12.85;3.28;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\4014_376PR09569
376PR09599;420;376;PR;9.60;6.81;2.79;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\30014_376PR09599
376PR12854;415;376;PR;12.85;13.92;1.07;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\5014_376PR12854
376PR12884;419;376;PR;12.88;9.60;3.28;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\20014_376PR12884
376PR13915;416;376;PR;13.92;17.32;3.40;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\15_376PR13915
376PR13959;418;376;PR;13.96;12.88;1.08;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\10014_376PR13959
376PR17332;417;376;PR;17.33;13.96;3.37;3;\Videos\Recebidos\2020\Lote3\1301\18_07_2020\14_376PR17332
377RS00000;1481;377;RS;0.00;5.00;5.00;3;\Videos\Recebidos\2020\Lote3\1302\27_08_2020\119_377RS00000
381MG000000;5146;381;MG;0.00;2.35;2.35;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\83_381MG000000
381MG000000;5147;381;MG;2.33;0.00;2.33;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\84_381MG002334
381MG002334;5149;381;MG;7.04;2.33;4.71;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\86_381MG007041
381MG002348;5148;381;MG;2.35;7.09;4.74;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\85_381MG002348
381MG007087;5150;381;MG;7.09;8.59;1.50;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\87_381MG007087
381MG008591;5151;381;MG;8.59;8.87;0.28;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\88_381MG008591
381MG008871;5152;381;MG;8.87;15.13;6.26;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\89_381MG008871
381MG148054;5063;381;MG;148.05;145.70;2.35;3;\Videos\Recebidos\2020\Lote3\1313\19_04_2021\0_381MG148054
381MG153764;5064;381;MG;153.76;148.05;5.71;3;\Videos\Recebidos\2020\Lote3\1313\19_04_2021\1_381MG153764
381MG154283;5066;381;MG;154.28;153.76;0.52;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\3_381MG154283
381MG154316;5065;381;MG;153.76;154.32;0.56;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\2_381MG154316
381MG156959;5067;381;MG;156.96;154.28;2.68;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\4_381MG156959
381MG196110;5068;381;MG;196.11;156.96;39.15;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\5_381MG196110
381MG221353;5069;381;MG;221.35;196.11;25.24;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\6_381MG221353
381MG224049;5071;381;MG;224.05;221.35;2.70;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\8_381MG224049
381MG224083;5070;381;MG;221.39;224.08;2.69;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\7_381MG224083
381MG246097;5072;381;MG;246.10;224.05;22.05;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\9_381MG246097
381MG247915;5074;381;MG;247.92;246.10;1.82;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\11_381MG247915
381MG247918;5073;381;MG;246.13;247.92;1.79;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\10_381MG247918
381MG253373;5076;381;MG;253.37;247.92;5.45;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\13_381MG253373
381MG253537;5075;381;MG;247.92;253.54;5.62;3;\Videos\Recebidos\2020\Lote3\1313\18_04_2021\12_381MG253537
381MG254108;5078;381;MG;254.11;253.37;0.74;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\15_381MG254108
381MG254419;5077;381;MG;253.54;254.42;0.88;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\14_381MG254419
381MG263064;5079;381;MG;263.06;254.11;8.95;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\16_381MG263064
381MG269013;5080;381;MG;269.01;263.06;5.95;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\17_381MG269013
381MG280447;5081;381;MG;280.45;269.01;11.44;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\18_381MG280447
381MG291830;5082;381;MG;291.83;280.45;11.38;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\19_381MG291830
381MG299586;5083;381;MG;299.59;291.83;7.76;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\20_381MG299586
381MG304328;5085;381;MG;304.33;299.73;4.60;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\22_381MG304328
381MG311131;5084;381;MG;300.04;311.13;11.09;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\21_381MG311131
381MG322461;5086;381;MG;322.46;304.33;18.13;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\23_381MG322461
381MG322778;5088;381;MG;322.78;322.46;0.32;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\25_381MG322778
381MG326825;5090;381;MG;326.83;323.18;3.65;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\27_381MG326825
381MG329565;5087;381;MG;329.26;329.57;0.31;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\24_381MG329565
381MG333606;5089;381;MG;329.97;333.61;3.64;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\26_381MG333606
381MG343444;5091;381;MG;343.44;326.83;16.61;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\28_381MG343444
381MG351777;5092;381;MG;351.78;344.04;7.74;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\29_381MG351777
381MG376283;5093;381;MG;376.28;351.78;24.50;3;\Videos\Recebidos\2020\Lote3\1313\17_04_2021\30_381MG376283
381MG383999;5094;381;MG;384.00;376.28;7.72;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\31_381MG383999
381MG386936;5096;381;MG;386.94;384.00;2.94;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\33_381MG386936
381MG393469;5098;381;MG;393.47;386.94;6.53;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\35_381MG393469
381MG393754;5095;381;MG;390.78;393.75;2.97;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\32_381MG393754
381MG400289;5097;381;MG;393.75;400.29;6.54;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\34_381MG400289
381MG422418;5100;381;MG;422.42;393.47;28.95;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\37_381MG422418
381MG422958;5102;381;MG;422.96;422.42;0.54;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\39_381MG422958
381MG429155;5099;381;MG;400.29;429.16;28.87;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\36_381MG429155
381MG429791;5101;381;MG;429.16;429.79;0.63;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\38_381MG429791
381MG431780;5103;381;MG;431.78;422.96;8.82;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\40_381MG431780
381MG431977;5105;381;MG;431.98;431.78;0.20;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\42_381MG431977
381MG432219;5107;381;MG;432.22;431.98;0.24;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\44_381MG432219
381MG438818;5104;381;MG;438.61;438.82;0.21;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\41_381MG438818
381MG439078;5106;381;MG;438.82;439.08;0.26;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\43_381MG439078
381MG449263;5108;381;MG;449.26;432.22;17.04;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\45_381MG449263
381MG451854;5110;381;MG;451.85;449.26;2.59;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\47_381MG451854
381MG458498;5109;381;MG;456.12;458.50;2.38;3;\Videos\Recebidos\2020\Lote3\1313\16_04_2021\46_381MG458498
383MG376816;2762;383;MG;376.82;373.20;3.62;3;\Videos\Recebidos\2020\Lote3\1305\10_11_2020\187_383MG376816
383MG377554;2764;383;MG;377.55;376.82;0.73;3;\Videos\Recebidos\2020\Lote3\1305\10_11_2020\189_383MG377554
383MG377587;2763;383;MG;376.82;377.59;0.77;3;\Videos\Recebidos\2020\Lote3\1305\10_11_2020\188_383MG377587
383SP36286;5425;383;SP;36.29;22.80;13.49;3;\Videos\Recebidos\2020\Lote3\1314\25_06_2021\1065_383SP36286
383SP44142;5424;383;SP;44.14;36.29;7.85;3;\Videos\Recebidos\2020\Lote3\1314\25_06_2021\65_383SP44142
386RS113273;1503;386;RS;113.27;129.40;16.13;3;\Videos\Recebidos\2020\Lote3\1302\26_08_2020\1117_386RS113273
386RS129402;1504;386;RS;129.40;135.13;5.73;3;\Videos\Recebidos\2020\Lote3\1302\26_08_2020\2117_386RS129402
386RS135133;1505;386;RS;135.13;176.22;41.09;3;\Videos\Recebidos\2020\Lote3\1302\26_08_2020\118_386RS135133
386RS446000;3746;386;RS;446.00;446.43;0.43;3;\Videos\Recebidos\2020\Lote3\1310\06_10_2020\225_386RS446000
386RS446430;3747;386;RS;446.43;446.00;0.43;3;\Videos\Recebidos\2020\Lote3\1310\06_10_2020\1225_386RS446430
386RS74900;1502;386;RS;74.90;113.27;38.37;3;\Videos\Recebidos\2020\Lote3\1302\26_08_2020\117_386RS74900
392RS00000;2953;392;RS;0.00;1.94;1.94;3;\Videos\Recebidos\2020\Lote3\1306\16_09_2020\178_392RS00000
392RS00000;2952;392;RS;0.00;5.47;5.47;3;\Videos\Recebidos\2020\Lote3\1306\15_09_2020\175_392RS00000
392RS00531;2946;392;RS;0.53;0.00;0.53;3;\Videos\Recebidos\2020\Lote3\1306\10_09_2020\2166_392RS00531
392RS02202;2945;392;RS;2.20;0.53;1.67;3;\Videos\Recebidos\2020\Lote3\1306\10_09_2020\1166_392RS02202
392RS06565;2944;392;RS;6.57;2.20;4.37;3;\Videos\Recebidos\2020\Lote3\1306\10_09_2020\166_392RS06565
392RS199900;2955;392;RS;199.90;244.66;44.76;3;\Videos\Recebidos\2020\Lote3\1306\17_09_2020\179_392RS199900
392RS244658;2957;392;RS;244.66;257.80;13.14;3;\Videos\Recebidos\2020\Lote3\1306\17_09_2020\1179_392RS244658
392RS257796;3686;392;RS;257.80;274.00;16.20;3;\Videos\Recebidos\2020\Lote3\1310\17_09_2020\2179_392RS257796
392RS274000;3696;392;RS;274.00;296.41;22.41;3;\Videos\Recebidos\2020\Lote3\1310\28_09_2020\206_392RS274000
392RS296413;3697;392;RS;296.41;307.85;11.44;3;\Videos\Recebidos\2020\Lote3\1310\28_09_2020\1206_392RS296413
392RS307846;3698;392;RS;307.85;353.06;45.21;3;\Videos\Recebidos\2020\Lote3\1310\28_09_2020\2206_392RS307846
392RS617500;1489;392;RS;617.50;642.07;24.57;3;\Videos\Recebidos\2020\Lote3\1302\23_08_2020\106_392RS617500
392RS642073;1490;392;RS;642.07;663.96;21.89;3;\Videos\Recebidos\2020\Lote3\1302\23_08_2020\1106_392RS642073
392RS663955;1491;392;RS;663.96;682.97;19.01;3;\Videos\Recebidos\2020\Lote3\1302\23_08_2020\2106_392RS663955
392RS682966;1492;392;RS;682.97;719.76;36.79;3;\Videos\Recebidos\2020\Lote3\1302\23_08_2020\107_392RS682966
393ES000000;4853;393;ES;0.00;2.29;2.29;3;\Videos\Recebidos\2020\Lote3\1307\28_02_2021\58_393ES000000
393ES002285;5250;393;ES;2.29;27.55;25.27;3;\Videos\Recebidos\2020\Lote3\1307\28_02_2021\59_393ES002285
393RJ009300;5163;393;RJ;9.30;13.87;4.57;3;\Videos\Recebidos\2020\Lote3\1312\07_04_2021\33_393RJ09300
393RJ288600;5158;393;RJ;288.60;290.03;1.43;3;\Videos\Recebidos\2020\Lote3\1312\06_04_2021\31_393RJ288600
393RJ289103;5162;393;RJ;289.10;288.60;0.50;3;\Videos\Recebidos\2020\Lote3\1312\06_04_2021\1031_393RJ289103
393RJ290034;5157;393;RJ;290.03;290.69;0.66;3;\Videos\Recebidos\2020\Lote3\1312\06_04_2021\30_393RJ290034
393RJ290685;5160;393;RJ;290.69;290.03;0.66;3;\Videos\Recebidos\2020\Lote3\1312\06_04_2021\2030_393RJ290685
393RJ290692;5159;393;RJ;290.69;294.09;3.40;3;\Videos\Recebidos\2020\Lote3\1312\06_04_2021\1030_393RJ290692
393RJ294024;5161;393;RJ;294.02;290.69;3.33;3;\Videos\Recebidos\2020\Lote3\1312\06_04_2021\3030_393RJ294024
393RJ294094;5242;393;RJ;294.09;297.79;3.70;3;\Videos\Recebidos\2020\Lote3\1312\06_04_2021\32_393RJ294094
440MG02096;5403;440;MG;2.10;4.29;2.19;3;\Videos\Recebidos\2020\Lote3\1314\23_06_2021\58_440MG02096
440MG04605;5404;440;MG;4.61;5.80;1.19;3;\Videos\Recebidos\2020\Lote3\1314\23_06_2021\1058_440MG04605
440MG05800;5405;440;MG;5.80;2.10;3.70;3;\Videos\Recebidos\2020\Lote3\1314\23_06_2021\2058_440MG05800
447ES013068;4825;447;ES;13.07;10.00;3.07;3;\Videos\Recebidos\2020\Lote3\1307\28_02_2021\30_447ES013068
447ES013162;4824;447;ES;10.00;13.16;3.16;3;\Videos\Recebidos\2020\Lote3\1307\28_02_2021\29_447ES013162
447ES014905;4827;447;ES;14.91;13.07;1.84;3;\Videos\Recebidos\2020\Lote3\1307\28_02_2021\32_447ES014905
447ES014967;4826;447;ES;13.16;14.97;1.81;3;\Videos\Recebidos\2020\Lote3\1307\28_02_2021\31_447ES014967
447ES015106;4828;447;ES;15.11;14.91;0.20;3;\Videos\Recebidos\2020\Lote3\1307\28_02_2021\33_447ES015106
448RS00000;3748;448;RS;0.00;0.60;0.60;3;\Videos\Recebidos\2020\Lote3\1310\06_10_2020\226_448RS00000
448RS00528;3749;448;RS;0.53;0.00;0.53;3;\Videos\Recebidos\2020\Lote3\1310\06_10_2020\1226_448RS00528
452MG225911;1817;452;MG;225.91;203.80;22.11;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\93_452MG225911
452MG234253;1818;452;MG;234.25;225.91;8.34;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\94_452MG234253
452MG234608;1819;452;MG;234.25;234.61;0.36;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\95_452MG234608
452MG234637;1820;452;MG;234.64;234.25;0.39;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\96_452MG234637
452MG235001;1822;452;MG;235.00;234.64;0.36;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\98_452MG235001
452MG235030;1821;452;MG;234.61;235.03;0.42;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\97_452MG235030
452MG255880;1823;452;MG;255.88;235.00;20.88;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\99_452MG255880
452MG256247;1825;452;MG;256.25;255.88;0.37;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\101_452MG256247
452MG256256;1824;452;MG;255.91;256.26;0.35;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\100_452MG256256
452MG256587;1827;452;MG;256.59;256.25;0.34;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\103_452MG256587
452MG256625;1826;452;MG;256.26;256.63;0.37;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\102_452MG256625
452MG259957;1828;452;MG;259.96;256.59;3.37;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\104_452MG259957
452MG260341;1830;452;MG;260.34;259.96;0.38;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\106_452MG260341
452MG260354;1829;452;MG;260.00;260.35;0.35;3;\Videos\Recebidos\2020\Lote3\1303\27_09_2020\105_452MG260354
