SNV;Index;BR;UF;initial(km);final(km);Extension(km);LOTE;Address_of_SNV_in_network
285RS199539;3766;285;RS;199.54;208.88;9.34;3;\Videos\Recebidos\2020\Lote3\1310\09_10_2020\234_285RS199539
285RS208883;3767;285;RS;208.88;218.13;9.25;3;\Videos\Recebidos\2020\Lote3\1310\09_10_2020\1234_285RS208883
285RS218131;3768;285;RS;218.13;236.34;18.21;3;\Videos\Recebidos\2020\Lote3\1310\09_10_2020\2234_285RS218131
285RS236339;3769;285;RS;236.34;240.61;4.27;3;\Videos\Recebidos\2020\Lote3\1310\09_10_2020\3234_285RS236339
285RS240606;3770;285;RS;240.61;258.06;17.45;3;\Videos\Recebidos\2020\Lote3\1310\09_10_2020\235_285RS240606
285RS258063;3771;285;RS;258.06;290.86;32.80;3;\Videos\Recebidos\2020\Lote3\1310\10_10_2020\1235_285RS258063
285RS290817;3778;285;RS;290.82;290.55;0.27;3;\Videos\Recebidos\2020\Lote3\1310\10_10_2020\2238_285RS290817
285RS290859;3772;285;RS;290.86;292.55;1.69;3;\Videos\Recebidos\2020\Lote3\1310\10_10_2020\2235_285RS290859
285RS292552;3773;285;RS;292.55;302.17;9.62;3;\Videos\Recebidos\2020\Lote3\1310\10_10_2020\3235_285RS292552
285RS292555;3777;285;RS;292.56;290.82;1.74;3;\Videos\Recebidos\2020\Lote3\1310\10_10_2020\1238_285RS292555
285RS293435;3776;285;RS;293.44;292.56;0.88;3;\Videos\Recebidos\2020\Lote3\1310\10_10_2020\238_285RS293435
285RS304300;3775;285;RS;304.30;333.47;29.17;3;\Videos\Recebidos\2020\Lote3\1310\10_10_2020\237_285RS304300
285RS333400;1482;285;RS;333.40;339.30;5.90;3;\Videos\Recebidos\2020\Lote3\1302\27_08_2020\1119_285RS333400
285RS339295;1483;285;RS;339.30;372.85;33.55;3;\Videos\Recebidos\2020\Lote3\1302\27_08_2020\2119_285RS339295
285RS372854;1506;285;RS;372.85;383.98;11.13;3;\Videos\Recebidos\2020\Lote3\1302\27_08_2020\124_285RS372854
285RS383984;1507;285;RS;383.98;392.85;8.87;3;\Videos\Recebidos\2020\Lote3\1302\27_08_2020\1124_285RS383984
285RS392846;1508;285;RS;392.85;417.70;24.85;3;\Videos\Recebidos\2020\Lote3\1302\27_08_2020\121_285RS392846
285RS417703;1470;285;RS;417.70;434.90;17.20;3;\Videos\Recebidos\2020\Lote3\1302\20_08_2020\97_285RS417703
285RS434901;1471;285;RS;434.90;458.56;23.66;3;\Videos\Recebidos\2020\Lote3\1302\20_08_2020\1097_285RS434901
285RS458555;1472;285;RS;458.56;463.44;4.88;3;\Videos\Recebidos\2020\Lote3\1302\20_08_2020\2097_285RS458555
285RS463437;1478;285;RS;463.44;467.79;4.35;3;\Videos\Recebidos\2020\Lote3\1302\20_08_2020\98_285RS463437
285RS467785;1479;285;RS;467.79;499.20;31.41;3;\Videos\Recebidos\2020\Lote3\1302\20_08_2020\1098_285RS467785
285RS499201;1480;285;RS;499.20;531.25;32.05;3;\Videos\Recebidos\2020\Lote3\1302\20_08_2020\2098_285RS499201
285RS531250;1484;285;RS;531.25;538.82;7.57;3;\Videos\Recebidos\2020\Lote3\1302\21_08_2020\102_285RS531250
285RS538821;1485;285;RS;538.82;543.53;4.71;3;\Videos\Recebidos\2020\Lote3\1302\21_08_2020\1102_285RS538821
285RS543526;1486;285;RS;543.53;569.88;26.35;3;\Videos\Recebidos\2020\Lote3\1302\21_08_2020\2102_285RS543526
285RS56203;3756;285;RS;56.20;113.67;57.47;3;\Videos\Recebidos\2020\Lote3\1310\08_10_2020\229_285RS56203
285RS569878;1487;285;RS;569.88;572.46;2.58;3;\Videos\Recebidos\2020\Lote3\1302\21_08_2020\103_285RS569878
285RS572461;1488;285;RS;572.46;629.82;57.36;3;\Videos\Recebidos\2020\Lote3\1302\21_08_2020\1103_285RS572461
285RS629824;2926;285;RS;629.82;674.68;44.86;3;\Videos\Recebidos\2020\Lote3\1306\22_08_2020\104_285RS629824
285RS674676;2924;285;RS;674.68;676.44;1.76;3;\Videos\Recebidos\2020\Lote3\1306\21_08_2020\101_285RS674676
285RS676437;2925;285;RS;676.44;676.69;0.25;3;\Videos\Recebidos\2020\Lote3\1306\21_08_2020\1101_285RS676437
287RS00000;1870;287;RS;0.00;0.63;0.63;3;\Videos\Recebidos\2020\Lote3\1304\29_08_2020\129_287RS00000
287RS00639;1868;287;RS;0.64;0.00;0.64;3;\Videos\Recebidos\2020\Lote3\1304\29_08_2020\1129_287RS00639
287RS246900;1871;287;RS;246.90;281.66;34.76;3;\Videos\Recebidos\2020\Lote3\1304\29_08_2020\132_287RS246900
287RS281662;1872;287;RS;281.66;315.36;33.70;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\133_287RS281662
287RS315360;1874;287;RS;315.36;329.86;14.50;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\1133_287RS315360
287RS329859;1873;287;RS;329.86;350.52;20.66;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\134_287RS329859
287RS350523;1875;287;RS;350.52;402.34;51.82;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\1134_287RS350523
287RS402338;1876;287;RS;402.34;409.12;6.78;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\2134_287RS402338
287RS409119;1877;287;RS;409.12;474.32;65.20;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\135_287RS409119
287RS474320;1878;287;RS;474.32;478.38;4.06;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\1135_287RS474320
287RS478383;1879;287;RS;478.38;509.18;30.80;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\136_287RS478383
287RS509176;1880;287;RS;509.18;533.64;24.46;3;\Videos\Recebidos\2020\Lote3\1304\31_08_2020\137_287RS509176
290RS01361;3688;290;RS;1.36;0.00;1.36;3;\Videos\Recebidos\2020\Lote3\1310\23_09_2020\196_290RS01361
290RS122418;3709;290;RS;122.42;112.30;10.12;3;\Videos\Recebidos\2020\Lote3\1310\30_09_2020\2214_290RS122418
290RS130611;3708;290;RS;130.61;122.42;8.19;3;\Videos\Recebidos\2020\Lote3\1310\30_09_2020\1214_290RS130611
290RS162370;3707;290;RS;162.37;130.61;31.76;3;\Videos\Recebidos\2020\Lote3\1310\29_09_2020\214_290RS162370
290RS174565;3706;290;RS;174.57;162.37;12.20;3;\Videos\Recebidos\2020\Lote3\1310\29_09_2020\2213_290RS174565
290RS183224;3705;290;RS;183.22;174.57;8.65;3;\Videos\Recebidos\2020\Lote3\1310\29_09_2020\1213_290RS183224
290RS215786;3704;290;RS;215.79;183.22;32.57;3;\Videos\Recebidos\2020\Lote3\1310\29_09_2020\213_290RS215786
290RS263028;3701;290;RS;263.03;215.79;47.24;3;\Videos\Recebidos\2020\Lote3\1310\29_09_2020\211_290RS263028
290RS333552;1897;290;RS;333.55;317.30;16.25;3;\Videos\Recebidos\2020\Lote3\1304\07_09_2020\156_290RS333552
290RS371823;1896;290;RS;371.82;333.55;38.27;3;\Videos\Recebidos\2020\Lote3\1304\07_09_2020\1156_290RS371823
290RS413135;1895;290;RS;413.14;371.82;41.32;3;\Videos\Recebidos\2020\Lote3\1304\07_09_2020\155_290RS413135
290RS418609;1894;290;RS;418.61;413.14;5.47;3;\Videos\Recebidos\2020\Lote3\1304\07_09_2020\1155_290RS418609
290RS461711;1893;290;RS;461.71;418.61;43.10;3;\Videos\Recebidos\2020\Lote3\1304\07_09_2020\154_290RS461711
290RS574685;1892;290;RS;574.69;483.00;91.69;3;\Videos\Recebidos\2020\Lote3\1304\05_09_2020\152_290RS574685
290RS622084;1891;290;RS;622.08;574.69;47.39;3;\Videos\Recebidos\2020\Lote3\1304\04_09_2020\150_290RS622084
290RS652459;1900;290;RS;652.46;622.08;30.38;3;\Videos\Recebidos\2020\Lote3\1304\24_09_2020\197_290RS652459
290RS699830;1899;290;RS;699.83;652.46;47.37;3;\Videos\Recebidos\2020\Lote3\1304\23_09_2020\194_290RS699830
290RS720713;1890;290;RS;720.71;699.83;20.88;3;\Videos\Recebidos\2020\Lote3\1304\04_09_2020\2148_290RS720713
290RS722063;1889;290;RS;722.06;720.71;1.35;3;\Videos\Recebidos\2020\Lote3\1304\04_09_2020\1148_290RS722063
290RS725228;1888;290;RS;725.23;722.06;3.17;3;\Videos\Recebidos\2020\Lote3\1304\04_09_2020\3148_290RS725228
290RS726494;1887;290;RS;726.49;725.23;1.26;3;\Videos\Recebidos\2020\Lote3\1304\04_09_2020\148_290RS726494
293RS00000;3695;293;RS;0.00;4.41;4.41;3;\Videos\Recebidos\2020\Lote3\1310\28_09_2020\1205_293RS00000
293RS01943;3687;293;RS;1.94;0.00;1.94;3;\Videos\Recebidos\2020\Lote3\1310\21_09_2020\189_293RS01943
293RS04424;3694;293;RS;4.42;0.00;4.42;3;\Videos\Recebidos\2020\Lote3\1310\28_09_2020\205_293RS04424
293RS05300;2943;293;RS;5.30;0.00;5.30;3;\Videos\Recebidos\2020\Lote3\1306\10_09_2020\165_293RS05300
293RS107900;2940;293;RS;107.90;62.79;45.11;3;\Videos\Recebidos\2020\Lote3\1306\09_09_2020\162_293RS107900
293RS110626;2939;293;RS;110.63;107.90;2.73;3;\Videos\Recebidos\2020\Lote3\1306\09_09_2020\161_293RS110626
293RS15642;2942;293;RS;15.64;11.30;4.34;3;\Videos\Recebidos\2020\Lote3\1306\10_09_2020\164_293RS15642
293RS172886;2938;293;RS;172.89;110.63;62.26;3;\Videos\Recebidos\2020\Lote3\1306\09_09_2020\1161_293RS172886
293RS189745;3693;293;RS;189.75;172.89;16.86;3;\Videos\Recebidos\2020\Lote3\1310\26_09_2020\1204_293RS189745
293RS251871;3692;293;RS;251.87;189.75;62.12;3;\Videos\Recebidos\2020\Lote3\1310\26_09_2020\204_293RS251871
293RS306367;3691;293;RS;306.37;251.87;54.50;3;\Videos\Recebidos\2020\Lote3\1310\25_09_2020\203_293RS306367
293RS371379;3690;293;RS;371.38;336.70;34.68;3;\Videos\Recebidos\2020\Lote3\1310\25_09_2020\201_293RS371379
293RS443260;3689;293;RS;443.26;371.38;71.88;3;\Videos\Recebidos\2020\Lote3\1310\24_09_2020\199_293RS443260
293RS50133;2941;293;RS;50.13;15.64;34.49;3;\Videos\Recebidos\2020\Lote3\1306\10_09_2020\1164_293RS50133
293RS62793;2937;293;RS;62.79;50.13;12.66;3;\Videos\Recebidos\2020\Lote3\1306\09_09_2020\163_293RS62793
342ES050281;4817;342;ES;50.28;49.60;0.68;3;\Videos\Recebidos\2020\Lote3\1307\04_03_2021\22_342ES050281
342ES051584;4818;342;ES;51.58;50.63;0.95;3;\Videos\Recebidos\2020\Lote3\1307\04_03_2021\23_342ES051584
342ES083570;5318;342;ES;83.57;51.58;31.99;3;\Videos\Recebidos\2020\Lote3\1307\04_03_2021\24_342ES083570
342ES122364;4820;342;ES;122.36;106.67;15.69;3;\Videos\Recebidos\2020\Lote3\1307\03_03_2021\25_342ES122364
342ES126415;4821;342;ES;126.42;122.36;4.05;3;\Videos\Recebidos\2020\Lote3\1307\03_03_2021\26_342ES126415
342MG404019;4822;342;MG;404.02;396.50;7.52;3;\Videos\Recebidos\2020\Lote3\1307\06_03_2021\27_342MG404019
342MG409917;4823;342;MG;409.92;404.02;5.90;3;\Videos\Recebidos\2020\Lote3\1307\06_03_2021\28_342MG409917
352MG039721;2640;352;MG;39.72;0.00;39.72;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\65_352MG039721
352MG042299;2641;352;MG;42.30;39.72;2.58;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\66_352MG042299
352MG042548;2643;352;MG;42.55;42.30;0.25;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\68_352MG042548
352MG042565;2642;352;MG;42.30;42.57;0.27;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\67_352MG042565
352MG063500;2644;352;MG;63.50;42.55;20.95;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\69_352MG063500
352MG063651;2646;352;MG;63.65;63.50;0.15;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\71_352MG063651
352MG063702;2645;352;MG;63.52;63.70;0.18;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\70_352MG063702
352MG063809;2648;352;MG;63.81;63.65;0.16;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\73_352MG063809
352MG063927;2647;352;MG;63.70;63.93;0.23;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\72_352MG063927
352MG066447;2649;352;MG;66.45;63.81;2.64;3;\Videos\Recebidos\2020\Lote3\1305\13_09_2020\74_352MG066447
352MG177792;2650;352;MG;177.79;164.75;13.04;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\75_352MG177792
352MG181259;2652;352;MG;181.26;177.79;3.47;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\77_352MG181259
352MG181606;2651;352;MG;177.91;181.61;3.70;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\76_352MG181606
352MG195277;2653;352;MG;195.28;181.26;14.02;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\78_352MG195277
352MG196908;2654;352;MG;196.91;195.28;1.63;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\79_352MG196908
352MG197440;2656;352;MG;197.44;196.91;0.53;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\81_352MG197440
352MG197779;2655;352;MG;197.26;197.78;0.52;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\80_352MG197779
352MG227994;2657;352;MG;227.99;197.44;30.55;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\82_352MG227994
352MG228170;2659;352;MG;228.17;227.99;0.18;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\84_352MG228170
352MG228510;2658;352;MG;228.33;228.51;0.18;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\83_352MG228510
352MG228548;2661;352;MG;228.55;228.17;0.38;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\86_352MG228548
352MG228896;2660;352;MG;228.51;228.90;0.39;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\85_352MG228896
352MG240271;2662;352;MG;240.27;228.55;11.72;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\87_352MG240271
352MG243990;2663;352;MG;243.99;240.27;3.72;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\88_352MG243990
352MG244251;2665;352;MG;244.25;243.99;0.26;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\90_352MG244251
352MG244579;2664;352;MG;244.34;244.58;0.24;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\89_352MG244579
352MG362492;2668;352;MG;362.49;354.71;7.78;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\93_352MG362492
352MG382760;2669;352;MG;382.76;362.49;20.27;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\94_352MG382760
352MG416090;2670;352;MG;416.09;382.76;33.33;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\95_352MG416090
352MG433286;2671;352;MG;433.29;416.09;17.20;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\96_352MG433286
352MG441886;2672;352;MG;441.89;433.29;8.60;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\97_352MG441886
352MG442324;2674;352;MG;442.32;441.89;0.43;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\99_352MG442324
352MG442575;2673;352;MG;442.17;442.58;0.41;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\98_352MG442575
352MG447371;2675;352;MG;447.37;442.32;5.05;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\100_352MG447371
352MG480921;2676;352;MG;480.92;447.37;33.55;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\101_352MG480921
352MG484818;2678;352;MG;484.82;480.92;3.90;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\103_352MG484818
352MG485085;2677;352;MG;481.17;485.09;3.92;3;\Videos\Recebidos\2020\Lote3\1305\03_10_2020\102_352MG485085
354MG228869;2679;354;MG;228.50;228.87;0.37;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\104_354MG228869
354MG228869;2680;354;MG;228.87;228.50;0.37;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\105_354MG228869
354MG230429;2681;354;MG;230.43;228.87;1.56;3;\Videos\Recebidos\2020\Lote3\1305\30_09_2020\106_354MG230429
354MG296789;2683;354;MG;296.79;296.53;0.26;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\108_354MG296789
354MG296793;2682;354;MG;296.53;296.79;0.26;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\107_354MG296793
354MG311204;2684;354;MG;311.20;296.79;14.41;3;\Videos\Recebidos\2020\Lote3\1305\03_11_2020\109_354MG311204
354MG311791;2685;354;MG;311.21;311.79;0.58;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\110_354MG311791
354MG311802;2686;354;MG;311.80;311.20;0.60;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\111_354MG311802
354MG313456;2687;354;MG;313.46;311.80;1.66;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\112_354MG313456
354MG313597;2688;354;MG;313.45;313.60;0.15;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\113_354MG313597
354MG313598;2689;354;MG;313.60;313.46;0.14;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\114_354MG313598
354MG313731;2691;354;MG;313.73;313.60;0.13;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\116_354MG313731
354MG313744;2690;354;MG;313.60;313.74;0.14;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\115_354MG313744
354MG327556;2692;354;MG;327.56;313.73;13.83;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\117_354MG327556
354MG327869;2694;354;MG;327.87;327.56;0.31;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\119_354MG327869
354MG327880;2693;354;MG;327.57;327.88;0.31;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\118_354MG327880
354MG328133;2696;354;MG;328.13;327.87;0.26;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\121_354MG328133
354MG328147;2695;354;MG;327.88;328.15;0.27;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\120_354MG328147
354MG334625;2697;354;MG;334.63;328.13;6.50;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\122_354MG334625
354MG334911;2699;354;MG;334.91;334.63;0.28;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\124_354MG334911
354MG334926;2698;354;MG;334.64;334.93;0.29;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\123_354MG334926
354MG335131;2701;354;MG;335.13;334.91;0.22;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\126_354MG335131
354MG335161;2700;354;MG;334.93;335.16;0.23;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\125_354MG335161
354MG364790;2702;354;MG;364.79;335.13;29.66;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\127_354MG364790
354MG365128;2704;354;MG;365.13;364.79;0.34;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\129_354MG365128
354MG365133;2703;354;MG;364.82;365.13;0.31;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\128_354MG365133
354MG366634;2705;354;MG;366.63;365.13;1.50;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\130_354MG366634
354MG418091;2706;354;MG;418.09;379.13;38.96;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\131_354MG418091
354MG453940;2707;354;MG;453.94;418.09;35.85;3;\Videos\Recebidos\2020\Lote3\1305\02_11_2020\132_354MG453940
354MG474458;2708;354;MG;474.46;453.94;20.52;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\133_354MG474458
354MG486712;2709;354;MG;486.71;474.46;12.25;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\134_354MG486712
354MG496519;2710;354;MG;496.52;486.71;9.81;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\135_354MG496519
354MG499765;2711;354;MG;499.77;496.52;3.25;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\136_354MG499765
354MG500137;2713;354;MG;500.14;499.77;0.37;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\138_354MG500137
354MG500174;2712;354;MG;499.77;500.17;0.40;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\137_354MG500174
354MG508907;2714;354;MG;508.91;500.14;8.77;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\139_354MG508907
354MG545021;2715;354;MG;545.02;508.91;36.11;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\140_354MG545021
354MG556119;2716;354;MG;556.12;545.02;11.10;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\141_354MG556119
354MG559707;2717;354;MG;559.71;556.12;3.59;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\142_354MG559707
354MG591668;2718;354;MG;591.67;559.71;31.96;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\143_354MG591668
354MG591891;2720;354;MG;591.89;591.67;0.22;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\145_354MG591891
354MG591917;2719;354;MG;591.71;591.92;0.21;3;\Videos\Recebidos\2020\Lote3\1305\01_11_2020\144_354MG591917
354MG728378;2721;354;MG;728.38;704.19;24.19;3;\Videos\Recebidos\2020\Lote3\1305\27_10_2020\146_354MG728378
354MG736841;2722;354;MG;736.84;728.38;8.46;3;\Videos\Recebidos\2020\Lote3\1305\27_10_2020\147_354MG736841
354MG746652;2723;354;MG;746.65;736.84;9.81;3;\Videos\Recebidos\2020\Lote3\1305\27_10_2020\148_354MG746652
354MG755158;2724;354;MG;755.16;746.65;8.51;3;\Videos\Recebidos\2020\Lote3\1305\27_10_2020\149_354MG755158
354MG775231;2725;354;MG;775.23;755.16;20.07;3;\Videos\Recebidos\2020\Lote3\1305\27_10_2020\150_354MG775231
354RJ00000;5155;354;RJ;0.00;26.21;26.21;3;\Videos\Recebidos\2020\Lote3\1312\06_04_2021\28_354RJ00000
356MG108018;5399;356;MG;108.02;94.95;13.07;3;\Videos\Recebidos\2020\Lote3\1314\22_06_2021\3052_356MG108018
356MG262178;5395;356;MG;262.18;209.90;52.28;3;\Videos\Recebidos\2020\Lote3\1314\21_06_2021\54_356MG262178
356MG28248;5394;356;MG;28.25;29.46;1.21;3;\Videos\Recebidos\2020\Lote3\1314\19_06_2021\49_356MG28248
356MG287624;5402;356;MG;287.62;263.50;24.12;3;\Videos\Recebidos\2020\Lote3\1314\20_06_2021\50_356MG287624
356MG50632;5400;356;MG;50.63;28.00;22.63;3;\Videos\Recebidos\2020\Lote3\1314\22_06_2021\53_356MG50632
356MG73580;5396;356;MG;73.58;50.63;22.95;3;\Videos\Recebidos\2020\Lote3\1314\22_06_2021\52_356MG73580
356MG90268;5397;356;MG;90.27;73.58;16.69;3;\Videos\Recebidos\2020\Lote3\1314\22_06_2021\1052_356MG90268
356MG94949;5398;356;MG;94.95;90.27;4.68;3;\Videos\Recebidos\2020\Lote3\1314\22_06_2021\2052_356MG94949
356RJ00000;5199;356;RJ;0.00;1.67;1.67;3;\Videos\Recebidos\2020\Lote3\1312\10_04_2021\48_356RJ00000
356RJ01671;5200;356;RJ;1.67;9.85;8.18;3;\Videos\Recebidos\2020\Lote3\1312\10_04_2021\1048_356RJ01671
356RJ09851;5201;356;RJ;9.85;26.14;16.29;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\49_356RJ09851
356RJ146000;5213;356;RJ;146.00;165.44;19.44;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\52_356RJ146000
356RJ148986;5214;356;RJ;148.99;146.00;2.99;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\1052_356RJ148986
356RJ165441;5215;356;RJ;165.44;188.20;22.76;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\2052_356RJ165441
356RJ26137;5202;356;RJ;26.14;31.57;5.43;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\1049_356RJ26137
356RJ31570;5203;356;RJ;31.57;34.79;3.22;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\2049_356RJ31570
356RJ34741;5206;356;RJ;34.74;31.57;3.17;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\5049_356RJ34741
356RJ34786;5204;356;RJ;34.79;35.39;0.60;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\3049_356RJ34786
356RJ35345;5205;356;RJ;35.35;34.74;0.61;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\4049_356RJ35345
356RJ35390;5207;356;RJ;35.39;50.81;15.42;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\50_356RJ35390
356RJ50805;5208;356;RJ;50.81;65.95;15.14;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\1050_356RJ50805
356RJ65951;5209;356;RJ;65.95;82.76;16.81;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\2050_356RJ65951
356RJ82757;5210;356;RJ;82.76;98.71;15.95;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\3050_356RJ82757
356RJ98708;5211;356;RJ;98.71;99.53;0.82;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\4050_356RJ98708
356RJ99533;5212;356;RJ;99.53;136.90;37.37;3;\Videos\Recebidos\2020\Lote3\1312\11_04_2021\51_356RJ99533
364MG000000;2739;364;MG;0.00;3.70;3.70;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\164_364MG000000
364MG003697;2740;364;MG;3.70;4.04;0.34;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\165_364MG003697
364MG004035;2742;364;MG;4.04;18.69;14.65;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\167_364MG004035
364MG004036;2741;364;MG;4.04;3.70;0.34;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\166_364MG004036
364MG018687;2743;364;MG;18.69;19.36;0.67;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\168_364MG018687
364MG019320;2744;364;MG;19.32;18.69;0.63;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\169_364MG019320
364MG019364;2745;364;MG;19.36;28.35;8.99;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\170_364MG019364
364MG028353;2746;364;MG;28.35;29.10;0.75;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\171_364MG028353
364MG029035;2747;364;MG;29.04;28.31;0.73;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\172_364MG029035
364MG029095;2748;364;MG;29.10;32.73;3.63;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\173_364MG029095
364MG032728;2749;364;MG;32.73;41.29;8.56;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\174_364MG032728
364MG065888;2750;364;MG;65.89;69.23;3.34;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\175_364MG065888
364MG072127;2751;364;MG;72.13;129.63;57.50;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\176_364MG072127
364MG171834;2752;364;MG;171.83;172.23;0.40;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\177_364MG171834
364MG172137;2753;364;MG;172.14;171.77;0.37;3;\Videos\Recebidos\2020\Lote3\1305\20_09_2020\178_364MG172137
364MG172229;2754;364;MG;172.23;186.25;14.02;3;\Videos\Recebidos\2020\Lote3\1305\21_09_2020\179_364MG172229
